Subject,NS_Level,Unit_or_Chapter,Video_or_Lesson_Title,Full_Content
Chemistry,NSIII,Chapter 6: Metal Reactivity and Extraction,Elektwoliz pou Pirifye ak Pwoteje Meto (Electrolysis for Metal Purification and Protection),"Learning Objectives: Describe how electrolysis (elektwoliz) can be used to refine metals (e.g. copper refining) and to electroplate a metal object with another metal for protection or aesthetics. Understand the setup of an electrolytic cell (anode, cathode, electrolyte solution, power source). Recognize examples of electroplating (galvanization, silver-plated utensils, chrome plating).
Key Concepts: In electrolytic refining, an impure metal is made the anode in an electrolysis cell, and a thin sheet of pure metal is the cathode. For copper: Anode = impure Cu, Cathode = pure Cu sheet, Electrolyte = CuSO₄ solution. When current passes, anode Cu atoms oxidize to Cu²⁺ (with impurities either not dissolving and falling off as sludge, or dissolving if they are more active), and Cu²⁺ ions from solution (or anode) reduce onto the cathode as pure copper. Impurities like Ag, Au from anode might collect as sludge and can be recovered. This yields high-purity copper as needed for electrical wires.

 Electroplating: using electrolysis to deposit a thin layer of one metal onto another object. For example, galvanization is actually usually done by dipping in molten zinc, but one can electroplate zinc onto iron as well: iron object as cathode, zinc metal as anode, electrolyte Zn²⁺ solution – zinc coats the iron, protecting it from rust (zinc corrodes preferentially). Silver plating: fork as cathode, silver bar anode, in Ag⁺ solution, deposits silver onto fork for shiny look. Chrome plating similarly uses Cr³⁺ solution to coat steel objects with chromium for corrosion resistance and appearance. Key point: at the cathode the metal cation is reduced to metal solid plating the surface; at anode usually the metal you want to plate from oxidizes to replenish cations (or an inert anode with metal ions provided by solution).

 Corrosion protection: aside from plating, mention sacrificial anodes – attaching a more reactive metal piece (like Mg or Zn block) to e.g. a steel pipeline or ship hull; that piece will oxidize (corrode) preferentially, protecting the iron (this is an application of the reactivity series and electrochemical principles). This is not electrolysis with external power, but an electrochemical cell preventing iron oxidation.
Experiment Suggestion: Electroplating a Metal Object. An accessible experiment is copper-plating a nail or key. Use a 6V battery, copper electrode (anode) and an iron nail or key as cathode. Submerge in an electrolyte of copper sulfate (add a bit of sulfuric acid or vinegar to increase conductivity if needed). After a few minutes, the iron object gets a reddish copper coating. This demonstrates electroplating (and also copper refining principle if an impure copper anode were used). For a purification slant, if you have two copper electrodes and run DC current, the cathode gains copper mass (pure copper deposited) and the anode loses mass (dissolves). Students can measure masses before and after. Emphasize safety (proper handling of solutions, no short circuits).
Quiz Questions:
In an electrolytic cell for copper refining, what is happening at the anode and at the cathode? (Which electrode gains mass, which loses mass, and what reactions occur?)
Why do we electroplate cheaper metals like iron with chromium or zinc for certain products? Give two reasons (one aesthetic or anti-corrosion).
You want to silver-plate a spoon using electrolysis. What should you use as the anode, the cathode, and what electrolyte solution is needed?"
Chemistry,NSIII,Chapter 6: Metal Reactivity and Extraction,Estrikti ak Pwopriyete Metalik (Metallic Structure and Properties),"Learning Objectives: Describe the structure of a metallic solid  as a lattice of positive metal ions surrounded by a “sea” of delocalized electrons (liaison métallique). Explain how this structure gives rise to characteristic metallic properties: electrical conductivity, thermal conductivity, malleability, ductility, luster, etc. Compare the physical properties of metals with ionic or covalent solids.
Key Concepts: Metallic bonding (lyan metalik): unlike ionic bonds (where electrons are transferred and held in place) or covalent bonds (where electrons are shared between specific atoms), metallic bonding features atoms in a metal releasing some of their electrons to move freely through the entire solid. These free electrons act as a glue holding the positively charged metal ions in place. As a result:
Metals conduct electricity and heat well, because electrons (charge carriers) can flow freely.
Metals are malleable (can be hammered into sheets) and ductile (drawn into wires) because the metal ions can slide past each other without breaking the bond; the electron sea adjusts to the new arrangement, unlike brittle ionic crystals which shatter if like charges align.
Metals are lustrous (shiny) because free electrons can absorb and re-emit light across many frequencies.

 Examples: Copper is an excellent electrical conductor due to its metallic structure. Iron can be forged into different shapes because of malleability. We may also mention density and melting point: many metals have high density and high melting points due to strong bonding, though there are exceptions (e.g. sodium is soft with low melting point because its metallic bonding is weaker).
Experiment Suggestion: Konduktivite elektrik nan metal vs lòt materyèl (Electrical conductivity test for metals vs non-metals). Set up a simple circuit with a battery, bulb, and two test lead wires that can touch samples. Test various solids: a metal nail, a graphite pencil lead (also conducts somewhat), a piece of wood, a rubber eraser, salt crystals, etc. The bulb lights up strongly with the metal, dimly with graphite, and not at all with others. This demonstrates the unique conductivity of metals due to metallic bonding. Additionally, a simple malleability test: compare hammering a small piece of metal (like aluminum foil or a thin coin – it bends or flattens) vs hammering a mineral crystal or a lump of ionic solid like salt (it shatters). This highlights how metallic bonding allows deformation without fracture.
Quiz Questions:
What is meant by a “sea of electrons” in metallic bonding? How does this model explain why metals conduct electricity?
Why are ionic crystals (like NaCl) brittle, whereas metals (like Na or Cu) are malleable?
List three properties common to most metals and link each property to the underlying metallic structure."
Chemistry,NSIII,Chapter 6: Metal Reactivity and Extraction,Meto Piti vs Alyaj (Pèfòmans ak Pwopriyete) (Pure Metals vs Alloys – Characteristics and Properties),"Learning Objectives: Define an alloy (alyaj) as a mixture of a metal with other elements (usually other metals). Give examples of common alloys (steel, brass, bronze, etc.) and explain why alloys are made. Compare the properties of alloys with those of their component pure metals  . Understand how alloy composition can change hardness, melting point, corrosion resistance, etc.
Key Concepts: Pure metals often have high electrical conductivity and are very ductile, but some are too soft or reactive for practical use. Alloys are formed to enhance properties: for example, pure gold (24k) is very soft, so it’s alloyed with copper or silver to make 18k or 14k gold which is harder (for jewelry). Steel is iron alloyed with a bit of carbon (and other metals) – significantly stronger and harder than pure iron and more versatile (carbon strengthens iron’s lattice, disrupting dislocation movement). Brass = copper + zinc (more malleable than copper, lower melting point, good for instruments/hardware); Bronze = copper + tin (harder than copper, used historically for tools, statues). Properties differences: Alloys often have lower melting points than pure metals (e.g. solder, an alloy of Sn/Pb, melts at low temp). They can be engineered for special properties – stainless steel (iron + chromium + nickel) is resistant to rust because Cr forms a protective oxide. An alloy’s microstructure (solid solution or different phases) impedes layers of atoms from sliding easily, so alloys are typically harder and less malleable than pure metals. We also mention that because alloys are mixtures, they don’t have a fixed melting point; they melt over a range (unless it’s a eutectic composition).
Experiment Suggestion: Konpare fòm ak dite metal vs alyaj (Comparing formability and hardness of metal vs alloy). If available, show pure copper wire vs a brass wire of similar gauge – try bending each; both are malleable, but students might notice differences in stiffness. Or compare a pure metal item vs an alloy: e.g. pure aluminum foil (very soft) vs an aluminum alloy utensil (harder). Another demonstration: melting points – if one can safely heat, demonstrate that solder (Sn-Pb alloy) melts in a flame at a much lower temperature than either pure Sn or Pb would. If actual demo is not feasible, use prepared videos or data charts to discuss differences (like the famous comparison: pure iron nail vs tempered steel nail under stress, or pure gold vs 14k gold scratch test).
Quiz Questions:
What is an alloy? Name two alloys and the primary metals they consist of.
Why is steel (an alloy of iron) generally stronger and harder than pure iron?
A 24 karat gold ring is very soft and scratches easily. Jewelers prefer 14 karat gold (which contains other metals). What property improvements do you get by alloying gold with copper or silver?"
Chemistry,NSIII,Chapter 6: Metal Reactivity and Extraction,Seri Reyaktivite Metal ak Kwasans Karaktè Metalik (Metal Reactivity Series and Metallic Character),"Learning Objectives: Reintroduce and expand on the metal reactivity series (seri reyaktivite) , explaining why certain metals react more readily than others. Predict outcomes of reactions involving metals and compounds (like metal displacement reactions, metal + acid reactions) using the series. Understand the term metallic character (caractère métallique) in the periodic context – how it increases down a group and decreases across a period, linking to ease of oxidation. Relate the series to extraction: very reactive metals are hard to reduce to free metal, whereas low reactivity metals can be found native or extracted by simple means.
Key Concepts: The reactivity series orders metals by their tendency to lose electrons (i.e. be oxidized). A common list from most reactive to least: K > Na > Ca > Mg > Al > Zn > Fe > Pb > (H) > Cu > Hg > Ag > Au (Hydrogen included for acid reactions reference). Metals above hydrogen will displace H₂ from acids : e.g. Zn + 2HCl → ZnCl₂ + H₂↑ (Zn is above H). Metals high on the list (K, Na, Ca) even react with water at room temperature (sodium reacts vigorously with water, producing NaOH and H₂ gas). Mid-series like iron won’t react with water unless hot or steam, but will with acids. Low ones like copper don’t react with dilute acids or water. Displacement reactions: a metal higher in the series will take the place of a lower metal in a compound: e.g. Fe + CuSO₄ → FeSO₄ + Cu (Fe > Cu in series) – we saw this. But Cu + FeSO₄ → no reaction (reverse doesn’t happen). This can be used to extract metals in some cases (using a more reactive metal to precipitate a less reactive metal from solution).

 Metallic character: refers to how readily an element loses electrons (so it correlates with reactivity for metals). On the periodic table, metallic character increases down a group (atoms larger, hold outer e⁻ less tightly) and decreases across a period (atoms hold e⁻ tighter as nuclear charge grows). That’s why cesium (bottom of Group 1) is extremely reactive, whereas lithium (top of Group 1) is less, and nonmetals on right side like fluorine are instead gaining electrons (opposite behavior).
Experiment Suggestion: Vizualize seri reyaksyon metal yo (Visualizing metal reaction series). Continue from the earlier activity in Redox 4.3: try a metal displacement experiment. For example: put a strip of zinc metal in a copper sulfate solution (we know Zn will displace Cu, depositing copper). Conversely, put a piece of copper in zinc sulfate solution – no reaction (no change). Or: put a small piece of magnesium ribbon into solutions of other metal salts such as copper sulfate (Mg will win, forming MgSO₄ and Cu metal). Another demonstration: the reaction of metals with water – carefully show a very small piece of sodium (Na) reacting with water (done by teacher with safety precautions): it fizzes, moves around, possibly ignites. Compare with calcium granules in water (slower fizzing), magnesium in cold water (very minimal reaction) – illustrating how reactivity decreases from Na to Mg. These reinforce the ordering of the metals by reactivity.
Quiz Questions:
Which metal will react more vigorously with hydrochloric acid: magnesium or iron? Why?
If you place a silver spoon in a solution of copper(II) nitrate, will anything happen? What if you place an iron nail in the same solution? (Use the reactivity series.)
Explain why gold (Au) is often found in nature as a pure element, whereas sodium (Na) is never found as a pure metal in the earth."
Chemistry,NSIII,Chapter 7: Organic Chemistry – Carbon and Hydrocarbons,Atòm Kabòn ak Pwopriyete li (The Carbon Atom and its Properties),"Learning Objectives: Describe the electronic structure of a carbon atom (atomic number 6: 1s² 2s² 2p²) and how it leads to carbon’s valence of 4. Explain the ability of carbon to form up to four covalent bonds (single, double, triple) . Discuss the concept of catenation – carbon forming chains and rings by bonding to itself. Introduce carbon’s isotopes (¹²C, ¹³C stable; ¹⁴C radioactive) and one application (carbon-14 dating).
Key Concepts: Carbon is a small atom with 4 electrons in its outer shell (needs 4 more to fill octet). It achieves stability by forming four covalent bonds, which can be single (–), double (=), or triple (≡) bonds. Because carbon can bond strongly to itself, it can form an incredible variety of structures: long chains, branched chains, rings, and networks. This is why there is an entire field of organic chemistry dedicated to carbon compounds. Carbon’s ability to hybridize orbitals (sp³ for single bonds (tetrahedral geometry), sp² for double bonds (trigonal planar), sp for triple bonds (linear)) allows for these multiple bond types (though we may not dive deeply into hybridization, just mention bond shapes). Examples of carbon bonding: Methane (CH₄) – carbon with four single bonds (tetrahedral). Ethene (C₂H₄) – carbon with a double bond (planar). Ethyne/Acetylene (C₂H₂) – carbon with a triple bond (linear). Isotopes: ³¹₂C (~99%), ¹³C (~1%) are stable; ¹⁴C is formed in the atmosphere (cosmic rays) and is unstable (half-life ~5730 years) – its slow decay (¹⁴C → ¹⁴N via beta decay) is used for radiocarbon dating of organic materials (up to ~50,000 years old). Carbon’s unique properties: It forms the backbone of biomolecules and plastics; can form multiple bonds (e.g. C=C, C≡C, C=O); can form different allotropes (not in depth here, but mention diamond vs graphite as an illustration of different bonding arrangements: diamond = 4 single bonds in 3D network (very hard), graphite = layers of hexagons with sp² bonds (conductive, slippery)).
Experiment Suggestion: Modèl Molékilè Kabòn (Carbon molecular modeling). Use a molecular model kit or improvised materials (marshmallows and toothpicks) to build simple carbon-containing molecules: CH₄ (tetrahedral), C₂H₄ (planar with double bond), C₂H₂ (linear with triple bond), and perhaps benzene ring C₆H₆ (planar ring with alternating double bonds). This hands-on activity helps visualize how carbon bonds and molecular geometry. If available, show samples or images of pure carbon forms (a piece of graphite (pencil lead) vs a mock diamond or images of diamond) to discuss how the same element can have very different properties depending on bonding (though one is covalent network and other layered, beyond typical hydrocarbon structure).
Quiz Questions:
How many covalent bonds can a single carbon atom form? Why is carbon able to form so many types of structures?
What is the difference between carbon-12 and carbon-14? (Discuss protons, neutrons, stability.)
Draw or describe the bonding in an ethane molecule (C₂H₆) vs an ethene molecule (C₂H₄). How do the carbon atoms bond in each?"
Chemistry,NSIII,Chapter 7: Organic Chemistry – Carbon and Hydrocarbons,Chenn Kabòn ak Kalite Idwokabòn (Carbon Chains and Types of Hydrocarbons),"Learning Objectives: Define hydrocarbons (idwokabòn) as compounds containing only carbon and hydrogen. Classify hydrocarbons into categories: alkanes (alkàn), alkenes (alkèn), alkynes (alkin), and aromatic hydrocarbons (arèn) . Explain the difference between saturated and unsaturated hydrocarbons . Identify structural features: straight chain vs branched vs cyclic hydrocarbons. Introduce terminology for classifying carbon atoms by the number of other carbons attached (primary, secondary, tertiary, quaternary) .
Key Concepts: Alkanes: Hydrocarbons with only single bonds (C–C); general formula CₙH₂ₙ₊₂ for acyclic alkanes. They are saturated (maximum H per C). Examples: methane (CH₄), ethane (C₂H₆), propane (C₃H₈), up to decane (C₁₀H₂₂) and beyond. They mostly undergo substitution or combustion reactions and are generally less reactive than unsaturated counterparts.

 Alkenes: Hydrocarbons with at least one C=C double bond; general formula CₙH₂ₙ (for one double bond, acyclic). They are unsaturated (can add H₂ across double bond). Ex: ethene (C₂H₄), propene (C₃H₆), 1-butene (C₄H₈). Double bond gives reactivity (addition reactions) and possibility of geometric isomers (cis/trans) if internal (though mention only if time permits).

 Alkynes: Hydrocarbons with at least one C≡C triple bond; general formula CₙH₂ₙ₋₂. Ex: ethyne (acetylene, C₂H₂), propyne (C₃H₄). They are also unsaturated and undergo addition (can add 2 H₂ to fully saturate a triple bond to single). They have linear geometry at the triple bond.

 Arenes (aromatic hydrocarbons): contain benzene-like rings. Benzene (C₆H₆) is the prototype – a ring of 6 carbons with alternating double bonds (resonance-stabilized). Aromatics have unique stability (delocalized electrons). Common arenes: benzene, toluene, naphthalene. (We introduce the concept but don’t go deep into aromaticity).

 Saturated vs unsaturated: Alkanes are saturated (each C has as many H as possible; no double/triple bonds). Alkenes/alkynes are unsaturated (can add more H by breaking multiple bonds). Example: ethane (C₂H₆ saturated) vs ethene (C₂H₄ unsaturated).

 Carbon chain types: Carbon can form straight chains, or branching can occur (e.g. isobutane vs n-butane). Cyclic hydrocarbons (cycloalkanes CₙH₂ₙ) also exist (e.g. cyclohexane C₆H₁₂).

 Classification of carbon atoms: A carbon in an organic molecule is primary (1°) if it is bonded to only 1 other carbon (end of a chain), secondary (2°) if bonded to 2 other carbons (middle of chain), tertiary (3°) if bonded to 3, quaternary (4°) if bonded to 4 other carbons . For example, in isobutane (2-methylpropane), the central carbon is tertiary (attached to three other carbons), whereas the end carbons are primary. Recognizing this helps in nomenclature and understanding reactivity differences in advanced topics.
Experiment Suggestion: Idantifye Saturation ak Ensaturasyon (Identifying saturation vs unsaturation). Perform a simple chemical test: Bromine water test for unsaturation. Take an alkane (e.g. hexane) and an alkene (e.g. cyclohexene or use vegetable oil which has unsaturated fats) in separate test tubes. Add a few drops of bromine water (orange solution). Shake – the alkene (or oil) will decolorize the bromine (orange color disappears) as bromine adds across the C=C bonds, indicating unsaturation. The alkane (hexane) will show little to no color change without UV light (no reaction, since saturated). Safety: bromine water is hazardous; if not available, use potassium permanganate (purple) as an alternative test (Baeyer’s test): purple KMnO₄ is reduced to brown MnO₂ in presence of unsaturation. Students see that unsaturated compounds react, while saturated do not under these mild conditions. Additionally, use molecular models to build a small branched vs straight alkane to visualize primary/secondary carbons.
Quiz Questions:
What is the formula for an alkane with 7 carbons? What about an alkene with 7 carbons (one double bond)?
Explain the difference between a saturated hydrocarbon and an unsaturated hydrocarbon. Which type is more likely to rapidly react with bromine?
In the molecule 2-methylpropane (isobutane), classify the central carbon atom as primary, secondary, tertiary, or quaternary . What about each of the three CH₃ carbons attached to it?"
Chemistry,NSIII,Chapter 7: Organic Chemistry – Carbon and Hydrocarbons,Nonmen Idwokabòn (Nomenklati UIPAC Debaz) (Naming Hydrocarbons – Basic IUPAC Nomenclature),"Learning Objectives: Learn the IUPAC systematic nomenclature rules for simple hydrocarbons  . Name straight-chain alkanes from 1 to 10 carbons (methane through decane). Name simple branched alkanes (identify longest chain, name substituents as alkyl groups). Name alkenes and alkynes (including position of double/triple bond). Recognize and name simple cyclic hydrocarbons (cycloalkanes). Practice writing structural formulas from names and vice versa.
Key Concepts: Alkane names (Alkan yo): 1C methane (CH₄), 2C ethane, 3C propane, 4C butane, 5C pentane, 6C hexane, 7C heptane, 8C octane, 9C nonane, 10C decane  . Memorizing these roots is essential. Alkyl groups: substituents derived from alkanes by removing one H (general formula CₙH₂ₙ₊₁) – named by replacing “-ane” with “-yl”: e.g. CH₃– = methyl, C₂H₅– = ethyl, etc. Basic naming rules: Find the longest continuous carbon chain as the base name; number it from the end nearest a substituent or double bond (priority to functional groups like double bonds); list substituents with their numbers and names in alphabetical order. For example:  2-methylpropane (isobutane): longest chain 3 carbons (“propane”), one CH₃ substituent on carbon 2 → “2-methylpropane”. Another: 4-ethyl-2-methylhexane – a 6-carbon chain with an ethyl on C4 and methyl on C2. Naming alkenes/alkynes: Use the same root but change ending to -ene or -yne. Number the chain to give the double/triple bond the lowest position. E.g. 1-butene (CH₂=CH-CH₂-CH₃) vs 2-butene (CH₃-CH=CH-CH₃). If multiple double bonds, use suffixes like -diene. Basic mention of geometric isomers: e.g. cis-2-butene vs trans-2-butene (not required in depth unless extension). Cycloalkanes: prefix “cyclo” + alkane name (e.g. cyclopentane for a five-carbon ring C₅H₁₀). For substituents on rings, number around the ring to give lowest numbers set.
Activity Suggestion: Nonmen ak Desine (Name and draw). Provide students with some structural formulas to name, and some names to draw structures. For example, ask to name: CH₃–CH₂–CH(CH₃)–CH₃ (answer: 2-methylbutane). Or draw the structure of “3-heptene” or “2-methyl-2-pentene”. They can use molecular model kits to build the molecule first, then translate to a 2D structure and name it, reinforcing spatial understanding. Also quiz naming of simple ones like the first 10 straight-chain alkanes and simple alkyl substituents. This could be done as a worksheet or interactive group quiz.
Quiz Questions:
What is the IUPAC name of the molecule with formula C₄H₁₀ that has a branching (a three-carbon chain with a one-carbon branch)? (Hint: longest chain 3 = propane base.)
Draw the structure of 4-methylhexane. Then identify all the primary and secondary carbons in that structure.
Name the following molecule: CH₃-CH₂-CH=CH-CH₃. Now name CH₃-CH=CH-CH₂-CH₃ (if you find a difference). (This illustrates 2-pentene vs 1-pentene.)"
Chemistry,NSIII,Chapter 7: Organic Chemistry – Carbon and Hydrocarbons,Pwopriyete ak Itilizasyon Idwokabòn (Properties and Uses of Hydrocarbons),"Learning Objectives: Summarize some general physical properties of different hydrocarbons (state at room temp, boiling points, solubility). Discuss combustion as a key reaction of hydrocarbons (fuel usage). Give examples of common hydrocarbons or hydrocarbon products in daily life (natural gas, LPG, gasoline, lubricants, plastics). Touch on the concept of polymers as large hydrocarbon chains (like polyethylene).
Key Concepts: Physical properties: Small alkanes (C₁–C₄) are gases at room temp (methane, ethane, propane, butane); mid-size C₅–C₁₆ are liquids (pentane through hexadecane cover gasoline, kerosene ranges); larger are waxy solids or oils. Boiling point increases with chain length due to stronger dispersion forces, but branching lowers boiling point (less surface contact). Hydrocarbons are non-polar, so they are insoluble in water (hydrophobic, idwofòb), but soluble in non-polar solvents and each other. Combustion: All hydrocarbons burn in oxygen to produce carbon dioxide and water (if complete combustion) releasing energy (exothermic). Example: $\text{C₃H₈ + 5 O₂ → 3 CO₂ + 4 H₂O}$; if oxygen is limited, incomplete combustion yields CO (carbon monoxide) or soot (C). This is the basis for using hydrocarbons as fuels (propane in cooking gas, gasoline in cars, candles from paraffin, etc.).

 Uses and examples: Methane is the main component of natural gas (gaz natirèl) for heating/cooking. Propane and butane are in LPG (liquefied petroleum gas) cylinders. Gasoline is a mix of C₅–C₁₀ alkanes and aromatics. Diesel is higher alkanes ~C₁₂–C₂₀. Lubricating oils and waxes are long chains. Plastics like polyethylene [-(CH₂-CH₂)-ₙ] are long-chain hydrocarbons made by polymerizing ethene; polystyrene comes from polymerizing aromatic vinyl (styrene). Many consumer materials (plastic bags, bottles, fuels) come from hydrocarbons (petroleum). Also mention that unsaturated hydrocarbons are useful in chemical industry – ethene to make ethanol or polymers, acetylene in welding (very hot flame when combusted with O₂). Aromatics like benzene, toluene are solvents and chemical feedstocks but toxic.

 Environmental note: Burning hydrocarbons produces CO₂ (greenhouse gas) and sometimes pollutants (unburnt hydrocarbons, CO, NOₓ). This ties chemistry to environmental science, showing both importance and impact of hydrocarbon use.
Experiment Suggestion: Konbisyon Idwokabòn (Hydrocarbon combustion demo). A safe small-scale demo: Soak a cotton ball in ethanol (or use a small alcohol lamp) and ignite it to show clean blue flame (ethanol is not a hydrocarbon (C₂H₅OH) but burns similarly; or use a small amount of hexane in an evaporation dish – caution!). For soot formation, show a candle flame – the yellow luminosity and soot deposition on a cool surface held above the flame indicates incomplete combustion in the flame’s interior (producing carbon soot). Alternatively, burn a small piece of paper or oil to show soot. If available, use a model car engine demo or combustion tube to pass the flame exhaust through limewater (Ca(OH)₂ solution) – it will turn milky (CaCO₃ precipitate) indicating CO₂ produced. Also, relate that water is produced – one can see moisture condensing on a cool surface held near flame. This confirms the products of hydrocarbon combustion.
Quiz Questions:
Propane (C₃H₈) is used as a cooking gas. Write the balanced equation for the complete combustion of propane. What are the two main products?
Why are hydrocarbons like oil and grease not soluble in water? (Use the terms polar/non-polar in your explanation.)
Give two examples of everyday materials or fuels that consist of hydrocarbons. Briefly describe the hydrocarbon type in each (e.g. butane in lighters – an alkane gas; candle wax – long-chain alkane solid).
This comprehensive video series, delivered in Kreyòl Ayisyen with supporting French terminology, will guide Secondary 3 students through the essential chemistry curriculum. Each lesson builds conceptual understanding with real-world examples and practical activities, ensuring students not only meet the minimum competencies but also appreciate the relevance of chemistry in daily life and future studies. The inclusion of quizzes and experiments encourages active learning and self-assessment, making this self-paced program both engaging and pedagogically effective. Bonne étude tout moun – Bon etid tout moun! (Happy studying, everyone!)"
Chemistry,NSIV,Unit 1: Thermochemistry (Chalè ak Reyaksyon Chimik),Aplikasyon Tèrmochimi nan Lavi Toulejou,"Learning Objectives: Connect thermochemistry concepts to real-world situations. Understand how exothermic and endothermic reactions are applied or encountered in daily life and industry. For example, explain how instant cold packs and hot packs work, and the role of thermochemical principles in cooking, metabolism, and combustion engines. Emphasize the importance of energy changes in designing industrial processes (e.g. controlling reaction temperature for safety and yield).
Key Concepts & Terms: Hot pack (Paket chofaj) – typically uses an exothermic crystallization (e.g. sodium acetate) to release heat; Cold pack (Paket frèt) – often uses an endothermic dissolution (e.g. ammonium nitrate in water) to absorb heat. Combustion (Konbisyon) – a strongly exothermic reaction (burning fuel releases heat ); Photosynthesis (Fotosentèz) – an endothermic process driven by sunlight.
Experiment/Demo Suggestion: Show an instant cold pack activation (if available) as a live demo, or play a short video demonstrating it. Similarly, demonstrate a hand warmer (hot pack) crystallizing and heating up. If possible, have students mix baking soda and vinegar (vinèg ak bikabonat) which feels cold (endothermic reaction of acid + carbonate). Discuss why it feels cold (heat is absorbed).
Quiz/Activity: Research task – Have students identify one exothermic process and one endothermic process used in a technology or in nature. For instance, ask: “Why does sweating cool you down?” (Answer: evaporation is endothermic, absorbing heat). Quiz question: “Fuel combustion in a car engine releases energy. Is this energy absorbed by the reaction or given off, and how do you know?” (Answer: Given off – it’s exothermic, evidenced by heat and work output). Another question: “Cold packs often contain ammonium nitrate and water separated until use. What type of reaction occurs when it’s activated, and how can you tell?” (Answer: Endothermic, because it absorbs heat and the pack becomes cold)."
Chemistry,NSIV,Unit 1: Thermochemistry (Chalè ak Reyaksyon Chimik),Entwodiksyon a Tèrmochimi – Chalè nan Reyaksyon Chimik,"Learning Objectives: Understand what thermochemistry is and why energy changes accompany chemical reactions. Identify that reactions can either release heat or absorb heat. Recognize the law of energy conservation (lwa konsèvasyon enèji) in the context of chemical processes.
Key Concepts & Terms: Thermochimie (tèrmochimi) – the study of heat energy in chemical reactions; Energy (Enèji) – capacity to do work or transfer heat; Exothermic reaction (Reyaksyon egzotèrmik) – reaction that releases heat to the surroundings; Endothermic reaction (Reyaksyon endotèrmik) – reaction that absorbs heat, cooling the surroundings; Conservation of energy (Konsèvasyon enèji) – principle that total energy is constant in a closed system.
Experiment Suggestion: Simple Heat Observation – Dissolve calcium chloride (CaCl₂) in water and feel the container get warm (exothermic), then dissolve ammonium chloride (NH₄Cl) in water and observe the cooling effect (endothermic). These safe, simple dissolutions let students feel temperature changes, illustrating energy release/absorption.
Quiz/Activity: Define exothermic vs endothermic in your own words. List two everyday examples of each (e.g. combustion of charcoal vs melting ice). Quiz question: “When an exothermic reaction occurs, what happens to the temperature of the surroundings?” (Answer: It rises, as heat is released). For an endothermic process, does the reaction vessel feel warmer or colder? Explain why."
Chemistry,NSIV,Unit 1: Thermochemistry (Chalè ak Reyaksyon Chimik),Mezire Chalè nan Reyaksyon – Kalorimetri Senp,"Learning Objectives: Learn how to measure heat changes in chemical reactions using a calorimeter (kalorimèt). Understand the concepts of specific heat capacity (chalè espesifik) and how the temperature change of water can indicate the heat absorbed or released. Perform basic calculations with $Q = m·c·ΔT$ to quantify heat.
Key Concepts & Terms: Calorimetry (Kalorimetri) – experimental technique to measure heat exchange; Specific heat (Chalè espesifik) – amount of heat per unit mass to raise temperature by 1°C (for water, $c=4.18 \text{ J/g·°C}$). Heat (chalè) – energy transfer due to temperature difference; Temperature (Tanperati) – measures average kinetic energy of particles.
Experiment Suggestion: Virtual Calorimeter Lab – Mix known quantities of warm water and cool water in a foam cup calorimeter to observe final temperature. Or, measure the temperature change when dissolving a salt (e.g. NaOH in water releases heat) in water. Students can use a thermometer (tèmomèt) to record initial and final temperatures and calculate $Q$. If a real lab setup is available, performing a simple neutralization (acid + base) in a coffee-cup calorimeter to measure the exothermic heat release is very illustrative.
Quiz/Activity: Provide a practice problem: “5 grams of a substance are burned in a calorimeter containing 100 g of water, causing the water temperature to rise by 8°C. If water’s specific heat is 4.18 J/g°C, how much heat was released?” Have students calculate $Q$ (Answer: $Q = 100 \times 4.18 \times 8 ≈ 3344 \text{ J}$, meaning ~3.3 kJ released). Ask conceptual questions like “Why is a Styrofoam cup used in simple calorimetry?” or “If the temperature drops in the calorimeter, what does that indicate about the reaction?” (It’s endothermic, absorbing heat from water)."
Chemistry,NSIV,Unit 1: Thermochemistry (Chalè ak Reyaksyon Chimik),Reyaksyon Egzotèrmik ak Endotèrmik – Egzanp ak Dyagram Enèji,"Learning Objectives: Distinguish clearly between exothermic and endothermic reactions by definition and by analyzing energy profiles. Interpret energy level diagrams for reactions, identifying reactant energy, product energy, and the enthalpy change (chanjman anthalpi) ΔH. Understand that exothermic reactions have ΔH < 0 (energy released) while endothermic have ΔH > 0 (energy absorbed).
Key Concepts & Terms: Enthalpy (Anthalpi) – the heat content of a system at constant pressure; ΔH (Chanjman entalpi) – change in enthalpy during a reaction (negative for exothermic, positive for endothermic). Energy profile diagram (Dyagram nivo enèji) – a graph showing energy of reactants and products; Activation energy (Enèji aktivasyon) – the minimum energy needed to initiate a reaction (will be introduced qualitatively here).
Experiment Suggestion: Use a virtual simulation or drawn diagram to show a reaction energy diagram. For example, illustrate the energy curve for the combustion of methane (exothermic) versus the thermal decomposition of calcium carbonate (endothermic). Have students label ΔH and the relative energies of reactants vs products on each curve.
Quiz/Activity: Given an energy diagram with reactants higher than products, identify if the reaction is exo- or endothermic and justify your answer. Short exercise: Calculate the overall ΔH for a reaction given bond energies (for advanced students), or qualitatively rank given processes as exo/endothermic. Quiz question: “In an exothermic reaction, is ΔH positive or negative, and why?” (Answer: ΔH is negative because the reaction releases heat, resulting in products with lower energy than reactants)."
